species	gene	accession	length_aa	description
Apis_laboriosa	LOC122710511	XP_043784351.1	385	XP_043784351.1 programmed cell death protein 7 [Apis laboriosa]
Apis_laboriosa	LOC122710512	XP_043784352.1	335	XP_043784352.1 geranylgeranyl transferase type-1 subunit beta [Apis laboriosa]
Apis_laboriosa	LOC122710513	XP_043784355.1	272	XP_043784355.1 tumor necrosis factor alpha-induced protein 8-like protein isoform X2 [Apis laboriosa]
Apis_laboriosa	LOC122710514	XP_043784357.1	399	XP_043784357.1 meiosis-specific nuclear structural protein 1-like [Apis laboriosa]
Apis_laboriosa	LOC122710515	XP_043784356.1	171	XP_043784356.1 leucine-rich repeat-containing protein 9-like [Apis laboriosa]
Apis_laboriosa	LOC122710516	XP_043784358.1	134	XP_043784358.1 flexible cuticle protein 12-like [Apis laboriosa]
Apis_laboriosa	LOC122710517	XP_043784359.1	118	XP_043784359.1 tubulin-specific chaperone A [Apis laboriosa]
Apis_laboriosa	LOC122710518	XP_043784361.1	101	XP_043784361.1 endocuticle structural protein SgAbd-6-like [Apis laboriosa]
Apis_laboriosa	LOC122710519	XP_043784362.1	106	XP_043784362.1 flexible cuticle protein 12-like [Apis laboriosa]
Apis_laboriosa	LOC122710523	XP_043784365.1	350	XP_043784365.1 replication factor C subunit 2 [Apis laboriosa]
Apis_laboriosa	LOC122710524	XP_043784363.1	1138	XP_043784363.1 uncharacterized protein LOC122710524 [Apis laboriosa]
Apis_laboriosa	LOC122710525	XP_043784366.1	338	XP_043784366.1 cyclin-dependent kinase 7 [Apis laboriosa]
Apis_laboriosa	LOC122710526	XP_043784367.1	419	XP_043784367.1 tRNA pseudouridine synthase A isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710527	XP_043784369.1	1847	XP_043784369.1 von Willebrand factor A domain-containing protein 8 [Apis laboriosa]
Apis_laboriosa	LOC122710528	XP_043784370.1	715	XP_043784370.1 kinectin-like [Apis laboriosa]
Apis_laboriosa	LOC122710529	XP_043784371.1	681	XP_043784371.1 leucine-rich repeat-containing protein 9-like [Apis laboriosa]
Apis_laboriosa	LOC122710530	XP_043784372.1	655	XP_043784372.1 ATPase family AAA domain-containing protein 2-like [Apis laboriosa]
Apis_laboriosa	LOC122710531	XP_043784374.1	350	XP_043784374.1 uncharacterized protein LOC122710531 [Apis laboriosa]
Apis_laboriosa	LOC122710532	XP_043784375.1	1121	XP_043784375.1 putative uncharacterized protein DDB_G0282129 [Apis laboriosa]
Apis_laboriosa	LOC122710533	XP_043784376.1	318	XP_043784376.1 uncharacterized protein LOC122710533 [Apis laboriosa]
Apis_laboriosa	LOC122710534	XP_043784377.1	253	XP_043784377.1 chymotrypsin-2-like [Apis laboriosa]
Apis_laboriosa	LOC122710535	XP_043784378.1	183	XP_043784378.1 uncharacterized protein LOC122710535 [Apis laboriosa]
Apis_laboriosa	LOC122710538	XP_043784379.1	2189	XP_043784379.1 disco-interacting protein 2 homolog A isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710540	XP_043784423.1	885	XP_043784423.1 S1 RNA-binding domain-containing protein 1 [Apis laboriosa]
Apis_laboriosa	LOC122710542	XP_043784390.1	633	XP_043784390.1 tyrosine kinase receptor Cad96Ca [Apis laboriosa]
Apis_laboriosa	LOC122710544	XP_043784391.1	432	XP_043784391.1 splicing factor U2AF 50 kDa subunit isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710546	XP_043784394.1	1621	XP_043784394.1 laminin subunit gamma-1 [Apis laboriosa]
Apis_laboriosa	LOC122710548	XP_043784396.1	280	XP_043784396.1 syntaxin-6 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710549	XP_043784398.1	1026	XP_043784398.1 protein nervous wreck isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710550	XP_043784402.1	254	XP_043784402.1 3-hydroxyacyl-CoA dehydrogenase type-2-like [Apis laboriosa]
Apis_laboriosa	LOC122710551	XP_043784403.1	886	XP_043784403.1 interaptin [Apis laboriosa]
Apis_laboriosa	LOC122710552	XP_043784406.1	705	XP_043784406.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X3 [Apis laboriosa]
Apis_laboriosa	LOC122710553	XP_043784407.1	351	XP_043784407.1 gamma-soluble NSF attachment protein-like [Apis laboriosa]
Apis_laboriosa	LOC122710554	XP_043784408.1	129	XP_043784408.1 DNA polymerase epsilon subunit 3 [Apis laboriosa]
Apis_laboriosa	LOC122710555	XP_043784409.1	877	XP_043784409.1 uncharacterized protein C1orf112 homolog [Apis laboriosa]
Apis_laboriosa	LOC122710556	XP_043784410.1	241	XP_043784410.1 kielin/chordin-like protein isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710557	XP_043784412.1	496	XP_043784412.1 uncharacterized protein LOC122710557 [Apis laboriosa]
Apis_laboriosa	LOC122710558	XP_043784413.1	277	XP_043784413.1 uncharacterized protein LOC122710558 [Apis laboriosa]
Apis_laboriosa	LOC122710559	XP_043784414.1	1095	XP_043784414.1 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710560	XP_043784419.1	588	XP_043784419.1 protein O-mannosyl-transferase TMTC1-like, partial [Apis laboriosa]
Apis_laboriosa	LOC122710561	XP_043784416.1	1546	XP_043784416.1 ATP-dependent DNA helicase Q4 [Apis laboriosa]
Apis_laboriosa	LOC122710562	XP_043784417.1	167	XP_043784417.1 uncharacterized protein LOC122710562 [Apis laboriosa]
Apis_laboriosa	LOC122710563	XP_043784418.1	1115	XP_043784418.1 sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 [Apis laboriosa]
Apis_laboriosa	LOC122710564	XP_043784420.1	588	XP_043784420.1 cytosolic endo-beta-N-acetylglucosaminidase [Apis laboriosa]
Apis_laboriosa	LOC122710565	XP_043784422.1	423	XP_043784422.1 uncharacterized protein LOC122710565 [Apis laboriosa]
Apis_laboriosa	LOC122710568	XP_043784424.1	1236	XP_043784424.1 zinc finger protein 585A-like [Apis laboriosa]
Apis_laboriosa	LOC122710569	XP_043784425.1	858	XP_043784425.1 serine/threonine-protein phosphatase 6 regulatory subunit 3 [Apis laboriosa]
Apis_laboriosa	LOC122710570	XP_043784430.1	161	XP_043784430.1 uncharacterized protein LOC122710570, partial [Apis laboriosa]
Apis_laboriosa	LOC122710571	XP_043784428.1	91	XP_043784428.1 U6 snRNA-associated Sm-like protein LSm5 [Apis laboriosa]
Apis_laboriosa	LOC122710572	XP_043784429.1	316	XP_043784429.1 serine/threonine-protein kinase mos-like [Apis laboriosa]
Apis_laboriosa	LOC122710574	XP_043784431.1	317	XP_043784431.1 geranylgeranyl pyrophosphate synthase isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710575	XP_043784433.1	397	XP_043784433.1 queuine tRNA-ribosyltransferase accessory subunit 2 [Apis laboriosa]
Apis_laboriosa	LOC122710576	XP_043784434.1	388	XP_043784434.1 ZZ-type zinc finger-containing protein 3 [Apis laboriosa]
Apis_laboriosa	LOC122710577	XP_043784435.1	780	XP_043784435.1 LOW QUALITY PROTEIN: zinc finger protein 254-like [Apis laboriosa]
Apis_laboriosa	LOC122710578	XP_043784436.1	382	XP_043784436.1 peptidyl-prolyl cis-trans isomerase FKBP8-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710580	XP_043784438.1	206	XP_043784438.1 peptidyl-prolyl cis-trans isomerase 5 [Apis laboriosa]
Apis_laboriosa	LOC122710581	XP_043784439.1	484	XP_043784439.1 rho GTPase-activating protein 1-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710582	XP_043784441.1	1425	XP_043784441.1 uncharacterized protein LOC122710582 [Apis laboriosa]
Apis_laboriosa	LOC122710583	XP_043784442.1	330	XP_043784442.1 serine-threonine kinase receptor-associated protein [Apis laboriosa]
Apis_laboriosa	LOC122710584	XP_043784443.1	429	XP_043784443.1 uncharacterized protein LOC122710584 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710585	XP_043784449.1	1307	XP_043784449.1 trichohyalin [Apis laboriosa]
Apis_laboriosa	LOC122710586	XP_043784447.1	544	XP_043784447.1 la-related protein 6 [Apis laboriosa]
Apis_laboriosa	LOC122710587	XP_043784448.1	1145	XP_043784448.1 lethal(2) giant larvae protein homolog 1 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710588	XP_043784453.1	323	XP_043784453.1 nudC domain-containing protein 3 [Apis laboriosa]
Apis_laboriosa	LOC122710589	XP_043784454.1	288	XP_043784454.1 uncharacterized protein LOC122710589 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710590	XP_043784456.1	119	XP_043784456.1 protein C10 [Apis laboriosa]
Apis_laboriosa	LOC122710591	XP_043784457.1	1302	XP_043784457.1 anion exchange protein 2 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710592	XP_043784463.1	269	XP_043784463.1 uncharacterized protein LOC122710592 [Apis laboriosa]
Apis_laboriosa	LOC122710593	XP_043784470.1	580	XP_043784470.1 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase 9 [Apis laboriosa]
Apis_laboriosa	LOC122710594	XP_043784471.1	888	XP_043784471.1 GPI inositol-deacylase isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710595	XP_043784478.1	780	XP_043784478.1 long-chain fatty acid transport protein 4 [Apis laboriosa]
Apis_laboriosa	LOC122710596	XP_043784477.1	171	XP_043784477.1 nucleoside diphosphate kinase [Apis laboriosa]
Apis_laboriosa	LOC122710597	XP_043784479.1	222	XP_043784479.1 ras-related protein Rab-21 [Apis laboriosa]
Apis_laboriosa	LOC122710598	XP_043784480.1	1122	XP_043784480.1 breast cancer type 2 susceptibility protein-like [Apis laboriosa]
Apis_laboriosa	LOC122710599	XP_043784481.1	427	XP_043784481.1 dipeptidase 1-like [Apis laboriosa]
Apis_laboriosa	LOC122710600	XP_043784482.1	485	XP_043784482.1 b(0,+)-type amino acid transporter 1-like [Apis laboriosa]
Apis_laboriosa	LOC122710601	XP_043784483.1	627	XP_043784483.1 conserved oligomeric Golgi complex subunit 6 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710602	XP_043784485.1	669	XP_043784485.1 sodium-independent sulfate anion transporter-like [Apis laboriosa]
Apis_laboriosa	LOC122710603	XP_043784489.1	434	XP_043784489.1 TELO2-interacting protein 2-like [Apis laboriosa]
Apis_laboriosa	LOC122710604	XP_043784487.1	743	XP_043784487.1 anaphase-promoting complex subunit 5 [Apis laboriosa]
Apis_laboriosa	LOC122710605	XP_043784488.1	478	XP_043784488.1 BTB/POZ domain-containing protein KCTD20 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710606	XP_043784491.1	927	XP_043784491.1 valine--tRNA ligase, mitochondrial [Apis laboriosa]
Apis_laboriosa	LOC122710607	XP_043784492.1	244	XP_043784492.1 L-xylulose reductase [Apis laboriosa]
Apis_laboriosa	LOC122710608	XP_043784493.1	888	XP_043784493.1 uncharacterized protein LOC122710608 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710610	XP_043784502.1	477	XP_043784502.1 abl interactor 2 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710611	XP_043784498.1	174	XP_043784498.1 myosin regulatory light chain sqh [Apis laboriosa]
Apis_laboriosa	LOC122710612	XP_043784499.1	514	XP_043784499.1 potassium voltage-gated channel protein Shaker isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710613	XP_043784548.1	871	XP_043784548.1 type II inositol 1,4,5-trisphosphate 5-phosphatase isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710614	XP_043784508.1	141	XP_043784508.1 uncharacterized protein LOC122710614 [Apis laboriosa]
Apis_laboriosa	LOC122710616	XP_043784510.1	252	XP_043784510.1 rhythmically expressed gene 2 protein-like [Apis laboriosa]
Apis_laboriosa	LOC122710617	XP_043784511.1	349	XP_043784511.1 glutaminyl-peptide cyclotransferase-like [Apis laboriosa]
Apis_laboriosa	LOC122710618	XP_043784512.1	298	XP_043784512.1 E3 ubiquitin-protein ligase CHIP [Apis laboriosa]
Apis_laboriosa	LOC122710619	XP_043784513.1	644	XP_043784513.1 nuclear receptor coactivator 5 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710620	XP_043784516.1	636	XP_043784516.1 SET and MYND domain-containing protein 4-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710621	XP_043784521.1	137	XP_043784521.1 prefoldin subunit 4 [Apis laboriosa]
Apis_laboriosa	LOC122710622	XP_043784522.1	123	XP_043784522.1 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog [Apis laboriosa]
Apis_laboriosa	LOC122710623	XP_043784523.1	692	XP_043784523.1 CCR4-NOT transcription complex subunit 10 [Apis laboriosa]
Apis_laboriosa	LOC122710624	XP_043784524.1	2469	XP_043784524.1 centromere-associated protein E-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710625	XP_043784526.1	437	XP_043784526.1 uncharacterized protein LOC122710625 [Apis laboriosa]
Apis_laboriosa	LOC122710626	XP_043784528.1	671	XP_043784528.1 homeobox protein caupolican-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710627	XP_043784531.1	248	XP_043784531.1 sorting nexin-16 [Apis laboriosa]
Apis_laboriosa	LOC122710628	XP_043784532.1	480	XP_043784532.1 uncharacterized protein LOC122710628 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710629	XP_043784535.1	420	XP_043784535.1 galactokinase-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710630	XP_043784539.1	1315	XP_043784539.1 (E3-independent) E2 ubiquitin-conjugating enzyme UBE2O [Apis laboriosa]
Apis_laboriosa	LOC122710631	XP_043784541.1	706	XP_043784541.1 uncharacterized protein PFB0145c [Apis laboriosa]
Apis_laboriosa	LOC122710632	XP_043784542.1	184	XP_043784542.1 uncharacterized protein LOC122710632 [Apis laboriosa]
Apis_laboriosa	LOC122710633	XP_043784544.1	449	XP_043784544.1 uncharacterized protein LOC122710633 [Apis laboriosa]
Apis_laboriosa	LOC122710634	XP_043784549.1	456	XP_043784549.1 putative uncharacterized protein DDB_G0282499 [Apis laboriosa]
Apis_laboriosa	LOC122710635	XP_043784545.1	298	XP_043784545.1 twisted gastrulation protein homolog 1-A-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710636	XP_043784550.1	4078	XP_043784550.1 dynein axonemal heavy chain 6 [Apis laboriosa]
Apis_laboriosa	LOC122710637	XP_043784551.1	243	XP_043784551.1 nurim homolog [Apis laboriosa]
Apis_laboriosa	LOC122710638	XP_043784552.1	337	XP_043784552.1 UPF0764 protein C16orf89 homolog [Apis laboriosa]
Apis_laboriosa	LOC122710639	XP_043784553.1	102	XP_043784553.1 uncharacterized protein LOC122710639 [Apis laboriosa]
Apis_laboriosa	LOC122710640	XP_043784554.1	344	XP_043784554.1 uncharacterized protein LOC122710640 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710642	XP_043784558.1	265	XP_043784558.1 PSME3-interacting protein isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710643	XP_043784557.1	206	XP_043784557.1 uncharacterized protein LOC122710643 [Apis laboriosa]
Apis_laboriosa	LOC122710647	XP_043784559.1	273	XP_043784559.1 THUMP domain-containing protein 1 homolog [Apis laboriosa]
Apis_laboriosa	LOC122710648	XP_043784560.1	185	XP_043784560.1 uncharacterized protein LOC122710648 [Apis laboriosa]
Apis_laboriosa	LOC122710649	XP_043784562.1	422	XP_043784562.1 uncharacterized protein LOC122710649 isoform X2 [Apis laboriosa]
Apis_laboriosa	LOC122710650	XP_043784563.1	319	XP_043784563.1 uncharacterized protein LOC122710650 [Apis laboriosa]
Apis_laboriosa	LOC122710651	XP_043784564.1	268	XP_043784564.1 ankyrin repeat domain-containing protein 40-like [Apis laboriosa]
Apis_laboriosa	LOC122710652	XP_043784566.1	481	XP_043784566.1 major royal jelly protein 5 [Apis laboriosa]
Apis_laboriosa	LOC122710653	XP_043784567.1	476	XP_043784567.1 major royal jelly protein 2 [Apis laboriosa]
Apis_laboriosa	LOC122710654	XP_043784569.1	420	XP_043784569.1 major royal jelly protein 5-like [Apis laboriosa]
Apis_laboriosa	LOC122710655	XP_043784570.1	419	XP_043784570.1 major royal jelly protein 1-like [Apis laboriosa]
Apis_laboriosa	LOC122710659	XP_043784574.1	331	XP_043784574.1 ribosomal L1 domain-containing protein 1-like [Apis laboriosa]
Apis_laboriosa	LOC122710660	XP_043784575.1	95	XP_043784575.1 uncharacterized protein LOC122710660 [Apis laboriosa]
Apis_laboriosa	LOC122710662	XP_043784576.1	3350	XP_043784576.1 uncharacterized protein LOC122710662 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710663	XP_043784585.1	109	XP_043784585.1 cyclin-dependent kinases regulatory subunit-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710664	XP_043784586.1	248	XP_043784586.1 leucine-rich melanocyte differentiation-associated protein-like [Apis laboriosa]
Apis_laboriosa	LOC122710666	XP_043784588.1	600	XP_043784588.1 major royal jelly protein 3-like [Apis laboriosa]
Apis_laboriosa	LOC122710667	XP_043784589.1	466	XP_043784589.1 major royal jelly protein 4-like [Apis laboriosa]
Apis_laboriosa	LOC122710668	XP_043784590.1	433	XP_043784590.1 major royal jelly protein 1 [Apis laboriosa]
Apis_laboriosa	LOC122710669	XP_043784591.1	426	XP_043784591.1 protein yellow-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710670	XP_043784595.1	412	XP_043784595.1 protein yellow-like [Apis laboriosa]
Apis_laboriosa	LOC122710671	XP_043784597.1	925	XP_043784597.1 aryl hydrocarbon receptor nuclear translocator-like protein 1 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710674	XP_043784604.1	521	XP_043784604.1 probable cytochrome P450 304a1 [Apis laboriosa]
Apis_laboriosa	LOC122710676	XP_043784600.1	1580	XP_043784600.1 metacaspase-2-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710677	XP_043784605.1	379	XP_043784605.1 RYamide receptor-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710678	XP_043784609.1	289	XP_043784609.1 nitric oxide synthase-interacting protein homolog [Apis laboriosa]
Apis_laboriosa	LOC122710679	XP_043784610.1	150	XP_043784610.1 protein SREK1IP1-like [Apis laboriosa]
Apis_laboriosa	LOC122710682	XP_043784615.1	180	XP_043784615.1 signal peptidase complex catalytic subunit SEC11A [Apis laboriosa]
Apis_laboriosa	LOC122710683	XP_043784611.1	2731	XP_043784611.1 F-actin-monooxygenase Mical isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710684	XP_043784619.1	1430	XP_043784619.1 guanine nucleotide exchange factor subunit Rich [Apis laboriosa]
Apis_laboriosa	LOC122710685	XP_043784622.1	309	XP_043784622.1 lipid droplet-associated hydrolase [Apis laboriosa]
Apis_laboriosa	LOC122710686	XP_043784625.1	181	XP_043784625.1 uncharacterized protein LOC122710686 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710687	XP_043784630.1	214	XP_043784630.1 40S ribosomal protein S7 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710688	XP_043784629.1	557	XP_043784629.1 uncharacterized protein LOC122710688 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710689	XP_043784632.1	170	XP_043784632.1 uncharacterized protein LOC122710689 [Apis laboriosa]
Apis_laboriosa	LOC122710690	XP_043784633.1	403	XP_043784633.1 uncharacterized protein LOC122710690 [Apis laboriosa]
Apis_laboriosa	LOC122710692	XP_043784634.1	1025	XP_043784634.1 trichohyalin-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710693	XP_043784643.1	257	XP_043784643.1 dnaJ homolog subfamily C member 8 [Apis laboriosa]
Apis_laboriosa	LOC122710694	XP_043784644.1	244	XP_043784644.1 uncharacterized protein LOC122710694 isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710696	XP_043784651.1	1017	XP_043784651.1 E3 ubiquitin-protein ligase MIB1 [Apis laboriosa]
Apis_laboriosa	LOC122710697	XP_043784647.1	469	XP_043784647.1 uncharacterized protein LOC122710697 [Apis laboriosa]
Apis_laboriosa	LOC122710698	XP_043784648.1	468	XP_043784648.1 casein kinase I-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710699	XP_043784657.1	1544	XP_043784657.1 uncharacterized protein PFB0145c-like [Apis laboriosa]
Apis_laboriosa	LOC122710700	XP_043784658.1	1533	XP_043784658.1 nuclear pore complex protein Nup153-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710702	XP_043784661.1	605	XP_043784661.1 WW domain-containing adapter protein with coiled-coil homolog [Apis laboriosa]
Apis_laboriosa	LOC122710703	XP_043784663.1	619	XP_043784663.1 protein yellow-like isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710704	XP_043784666.1	668	XP_043784666.1 xenotropic and polytropic retrovirus receptor 1 homolog isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710705	XP_043784668.1	494	XP_043784668.1 putative serine protease K12H4.7 [Apis laboriosa]
Apis_laboriosa	LOC122710706	XP_043784673.1	662	XP_043784673.1 soluble scavenger receptor cysteine-rich domain-containing protein SSC5D [Apis laboriosa]
Apis_laboriosa	LOC122710707	XP_043784670.1	538	XP_043784670.1 ankyrin repeat domain-containing protein SOWAHC isoform X1 [Apis laboriosa]
Apis_laboriosa	LOC122710709	XP_043784675.1	167	XP_043784675.1 major royal jelly protein 2-like [Apis laboriosa]
