orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0002026	32	25	16.0	12.5	1.28	1.0429629629629629		XP_003393619.1 golgin-84 [Bombus terrestris]; XP_006559200.2 golgin-84 [Apis mellifera]; XP_006621822.1 golgin-84 [Apis dorsata]; XP_012350685.1 golgin A5 [Apis florea]; XP_016911701.1 golgin A5 [Apis cerana]; XP_043788518.1 golgin-84 [Apis laboriosa]
OG0002027	25	31	12.5	15.5	0.8064516129032258	0.6571087216248506		XP_003695372.1 golgi SNAP receptor complex member Gos28 [Apis florea]; XP_006617685.1 Golgi SNAP receptor complex member 1 [Apis dorsata]; XP_016910698.1 golgi SNAP receptor complex member Gos28 [Apis cerana]; XP_020719849.1 Golgi SNAP receptor complex member 1 isoform X1 [Bombus terrestris]; XP_043786119.1 Golgi SNAP receptor complex member 1 [Apis laboriosa]; XP_397354.3 Golgi SNAP receptor complex member 1 [Apis mellifera]
OG0002028	2063	412	1031.5	206.0	5.007281553398058	4.080007191657677		XP_006616812.1 protein artichoke [Apis dorsata]; XP_016917993.2 leucine-rich repeat domain-containing glycoprotein 150 [Apis cerana]; XP_026299177.1 uncharacterized protein LOC551793 isoform X1 [Apis mellifera]; XP_031771697.2 leucine-rich repeat domain-containing glycoprotein 150 [Apis florea]; XP_043787386.1 leucine-rich repeat-containing G-protein coupled receptor 5 [Apis laboriosa]; XP_048265600.1 extracellular matrix protein 2 isoform X1 [Bombus terrestris]
OG0002029	26	20	13.0	10.0	1.3	1.0592592592592593		XP_003251725.1 nuclear pore membrane glycoprotein 210 [Apis mellifera]; XP_003400496.3 nuclear pore membrane glycoprotein 210 [Bombus terrestris]; XP_003695651.1 nucleoporin 210 [Apis florea]; XP_006624112.1 nuclear pore membrane glycoprotein 210 [Apis dorsata]; XP_016919159.1 nucleoporin 210 [Apis cerana]; XP_043794071.1 nuclear pore membrane glycoprotein 210 [Apis laboriosa]
OG0002030	118	86	59.0	43.0	1.372093023255814	1.1180017226528853		XP_003696047.1 glycerol-3-phosphate acyltransferase 4 isoform X1 [Apis florea]; XP_006620329.1 glycerol-3-phosphate acyltransferase 3 isoform X1 [Apis dorsata]; XP_016909855.1 glycerol-3-phosphate acyltransferase 4 isoform X1 [Apis cerana]; XP_043790320.1 glycerol-3-phosphate acyltransferase 3 isoform X3 [Apis laboriosa]; XP_048268460.1 glycerol-3-phosphate acyltransferase 3-like isoform X1 [Bombus terrestris]; XP_392789.3 glycerol-3-phosphate acyltransferase 4 isoform X1 [Apis mellifera]
OG0002031	1089	1013	544.5	506.5	1.0750246791707798	0.8759460348798946		XP_026298075.1 glycerol-3-phosphate dehydrogenase, mitochondrial isoform X3 [Apis mellifera]; XP_028525553.1 glycerophosphate oxidase 1 isoform X4 [Apis cerana]; XP_031368103.1 glycerol-3-phosphate dehydrogenase, mitochondrial isoform X4 [Apis dorsata]; XP_031772630.1 glycerophosphate oxidase 1 isoform X5 [Apis florea]; XP_043796442.1 glycerol-3-phosphate dehydrogenase, mitochondrial isoform X1 [Apis laboriosa]; XP_048269228.1 glycerol-3-phosphate dehydrogenase, mitochondrial isoform X4 [Bombus terrestris]
OG0002032	115	74	57.5	37.0	1.554054054054054	1.2662662662662663		XP_003397990.1 G protein-coupled receptor kinase 1 [Bombus terrestris]; XP_006621972.1 G protein-coupled receptor kinase 1 isoform X1 [Apis dorsata]; XP_026297912.1 G protein-coupled receptor kinase 1 isoform X2 [Apis mellifera]; XP_043796488.1 G protein-coupled receptor kinase 1 isoform X2 [Apis laboriosa]; XP_061935005.1 G protein-coupled receptor kinase 1 isoform X1 [Apis cerana]; XP_086761823.1 G protein-coupled receptor kinase 1 isoform X1 [Apis florea]
OG0002033	2	2	1.0	1.0	1.0	0.8148148148148148		XP_006609289.1 G protein-coupled receptor kinase 2 isoform X1 [Apis dorsata]; XP_016912446.1 G protein-coupled receptor kinase 2 isoform X1 [Apis cerana]; XP_043790470.1 G protein-coupled receptor kinase 2 [Apis laboriosa]; XP_048268362.1 G protein-coupled receptor kinase 2 [Bombus terrestris]; XP_086758826.1 G protein-coupled receptor kinase 2 [Apis florea]; XP_394109.3 G protein-coupled receptor kinase 2 [Apis mellifera]
OG0002034	72	59	36.0	29.5	1.2203389830508475	0.9943502824858758		XP_006613812.1 rho GTPase-activating protein 26 isoform X1 [Apis dorsata]; XP_016905895.1 GTPase regulator associated with FAK isoform X1 [Apis cerana]; XP_026296939.1 rho GTPase-activating protein 26 isoform X1 [Apis mellifera]; XP_031772600.2 GTPase regulator associated with FAK isoform X1 [Apis florea]; XP_043801074.1 rho GTPase-activating protein 26 isoform X1 [Apis laboriosa]; XP_048262283.1 rho GTPase-activating protein 26 isoform X1 [Bombus terrestris]
OG0002035	89	58	44.5	29.0	1.5344827586206897	1.2503192848020435		XP_003396383.2 Golgi reassembly-stacking protein 2 [Bombus terrestris]; XP_006612595.1 Golgi reassembly-stacking protein 2 [Apis dorsata]; XP_012342000.1 Golgi reassembly-stacking protein 2 [Apis florea]; XP_016918141.2 Golgi reassembly-stacking protein 2 [Apis cerana]; XP_043796176.1 Golgi reassembly-stacking protein 2 [Apis laboriosa]; XP_393076.1 Golgi reassembly-stacking protein 2 [Apis mellifera]
OG0002036	6	4	3.0	2.0	1.5	1.222222222222222		XP_003690737.1 GABA-gated ion channel [Apis florea]; XP_006610609.1 gamma-aminobutyric acid receptor alpha-like [Apis dorsata]; XP_016767293.1 GABA-gated ion channel isoform X1 [Apis mellifera]; XP_028521060.1 GABA-gated ion channel isoform X1 [Apis cerana]; XP_043785891.1 gamma-aminobutyric acid receptor alpha-like [Apis laboriosa]; XP_048262257.1 gamma-aminobutyric acid receptor alpha-like isoform X1 [Bombus terrestris]
OG0002037	49	31	24.5	15.5	1.5806451612903225	1.2879330943847072		XP_016769771.1 gamma-tubulin complex component 5 isoform X1 [Apis mellifera]; XP_031364766.1 gamma-tubulin complex component 5 [Apis dorsata]; XP_031772420.1 gamma-tubulin complex component 5 isoform X1 [Apis florea]; XP_043791010.1 gamma-tubulin complex component 5 isoform X1 [Apis laboriosa]; XP_048265538.1 gamma-tubulin complex component 5 isoform X1 [Bombus terrestris]; XP_061936861.1 gamma-tubulin complex component 5 isoform X1 [Apis cerana]
OG0002038	71	55	35.5	27.5	1.290909090909091	1.0518518518518518		XP_003251930.2 gamma-tubulin complex component 6 isoform X1 [Apis mellifera]; XP_003400943.1 gamma-tubulin complex component 6 isoform X1 [Bombus terrestris]; XP_006623767.1 gamma-tubulin complex component 6 isoform X1 [Apis dorsata]; XP_012348610.1 gamma-tubulin complex component 6 isoform X1 [Apis florea]; XP_016904005.1 gamma-tubulin complex component 6 [Apis cerana]; XP_043790292.1 gamma-tubulin complex component 6 isoform X1 [Apis laboriosa]
OG0002039	40	35	20.0	17.5	1.1428571428571428	0.9312169312169312		XP_006557949.1 gamma-tubulin complex component 4 [Apis mellifera]; XP_006617319.1 gamma-tubulin complex component 4 [Apis dorsata]; XP_012173529.1 gamma-tubulin complex component 4 [Bombus terrestris]; XP_016917720.1 gamma-tubulin complex component 4 [Apis cerana]; XP_043802753.1 gamma-tubulin complex component 4 [Apis laboriosa]; XP_086771957.1 gamma-tubulin complex component 4 isoform X1 [Apis florea]
OG0002040	97	65	48.5	32.5	1.4923076923076923	1.215954415954416		XP_001121844.2 gamma-tubulin complex component 3 [Apis mellifera]; XP_003400483.1 gamma-tubulin complex component 3 homolog isoform X1 [Bombus terrestris]; XP_003689678.2 gamma-tubulin complex component 3 [Apis florea]; XP_006610260.1 gamma-tubulin complex component 3 [Apis dorsata]; XP_043788102.1 gamma-tubulin complex component 3 [Apis laboriosa]; XP_061929825.1 gamma-tubulin complex component 3 [Apis cerana]
OG0002041	123	153	61.5	76.5	0.803921568627451	0.6550472040668119		XP_003398167.3 hypoxia up-regulated protein 1 isoform X1 [Bombus terrestris]; XP_003698495.1 hypoxia up-regulated Grp170 co-chaperone protein isoform X1 [Apis florea]; XP_006619199.1 hypoxia up-regulated protein 1 isoform X1 [Apis dorsata]; XP_016905615.2 hypoxia up-regulated Grp170 co-chaperone protein isoform X1 [Apis cerana]; XP_043786795.1 hypoxia up-regulated protein 1 isoform X1 [Apis laboriosa]; XP_624153.3 hypoxia up-regulated protein 1 isoform X1 [Apis mellifera]
OG0002042	116	72	58.0	36.0	1.6111111111111112	1.3127572016460904		XP_003401325.1 glutaredoxin-3 [Bombus terrestris]; XP_006609285.1 glutaredoxin 3 [Apis dorsata]; XP_016772335.1 glutaredoxin 3 [Apis mellifera]; XP_016912434.1 glutaredoxin 3 [Apis cerana]; XP_043790819.1 glutaredoxin 3 [Apis laboriosa]; XP_086773987.1 glutaredoxin 3 [Apis florea]
OG0002043	40	15	20.0	7.5	2.6666666666666665	2.1728395061728394		XP_006566795.1 glutaredoxin-related protein 5, mitochondrial [Apis mellifera]; XP_006621662.1 glutaredoxin-related protein 5, mitochondrial isoform X1 [Apis dorsata]; XP_012169319.1 glutaredoxin-related protein 5, mitochondrial [Bombus terrestris]; XP_016908919.1 glutaredoxin 5 isoform X1 [Apis cerana]; XP_043798660.1 glutaredoxin-related protein 5, mitochondrial isoform X1 [Apis laboriosa]; XP_086761614.1 glutaredoxin 5 isoform X1 [Apis florea]
OG0002044	528	851	264.0	425.5	0.6204465334900118	0.5055490272881578		XP_003692451.1 glutamine synthetase 2 [Apis florea]; XP_006624468.1 glutamine synthetase 2 cytoplasmic isoform X1 [Apis dorsata]; XP_012167261.1 glutamine synthetase 2 cytoplasmic [Bombus terrestris]; XP_016767976.1 glutamine synthetase isoform X1 [Apis mellifera]; XP_028523146.2 glutamine synthetase 2 isoform X1 [Apis cerana]; XP_043800388.1 glutamine synthetase 2 cytoplasmic [Apis laboriosa]
OG0002046	4	6	2.0	3.0	0.6666666666666666	0.5432098765432098	GST	XP_003395075.1 glutathione S-transferase [Bombus terrestris]; XP_006560566.1 glutathione S-transferase S4 isoform X1 [Apis mellifera]; XP_006616041.1 glutathione S-transferase-like [Apis dorsata]; XP_043788224.1 glutathione S-transferase-like [Apis laboriosa]; XP_061929657.1 glutathione S-transferase S4 [Apis cerana]; XP_086759499.1 glutathione S-transferase S4 isoform X1 [Apis florea]
OG0002047	26	20	13.0	10.0	1.3	1.0592592592592593	GST	NP_001193395.1 glutathione S-transferase C-terminal domain-containing protein [Apis mellifera]; XP_006612428.1 glutathione S-transferase C-terminal domain-containing protein homolog [Apis dorsata]; XP_043797660.1 glutathione S-transferase C-terminal domain-containing protein homolog [Apis laboriosa]; XP_048270056.1 glutathione S-transferase C-terminal domain-containing protein homolog [Bombus terrestris]; XP_061926909.1 glutathione S-transferase, C-terminal domain containing [Apis cerana]; XP_086762758.1 glutathione S-transferase, C-terminal domain containing [Apis florea]
OG0002048	414	188	207.0	94.0	2.202127659574468	1.7943262411347516		XP_006570759.1 glutathione peroxidase-like 1 isoform X1 [Apis mellifera]; XP_006618089.1 probable phospholipid hydroperoxide glutathione peroxidase isoform X1 [Apis dorsata]; XP_012348025.1 glutathione peroxidase-like 1 isoform X1 [Apis florea]; XP_043803684.1 probable phospholipid hydroperoxide glutathione peroxidase isoform X1 [Apis laboriosa]; XP_048263339.1 probable phospholipid hydroperoxide glutathione peroxidase isoform X1 [Bombus terrestris]; XP_061932309.1 glutathione peroxidase-like 1 isoform X1 [Apis cerana]
OG0002049	1	1	0.5	0.5	1.0	0.8148148148148148		XP_003394498.1 soluble guanylate cyclase 88E [Bombus terrestris]; XP_003696445.1 guanylyl cyclase at 88E isoform X1 [Apis florea]; XP_006607790.1 soluble guanylate cyclase 88E [Apis dorsata]; XP_026296320.1 soluble guanylyl cyclase beta-3 isoform X1 [Apis mellifera]; XP_043792270.1 soluble guanylate cyclase 88E [Apis laboriosa]; XP_061931404.1 guanylyl cyclase at 88E isoform X1 [Apis cerana]
OG0002050	0	11	0.0	5.5	0.0	0.0		NP_001011650.1 soluble guanylyl cyclase alpha 1 subunit [Apis mellifera]; XP_003396026.1 head-specific guanylate cyclase [Bombus terrestris]; XP_003693873.1 guanylate cyclase 1 soluble subunit alpha 2 [Apis florea]; XP_006613147.1 head-specific guanylate cyclase [Apis dorsata]; XP_016905928.1 guanylate cyclase 1 soluble subunit alpha 2 [Apis cerana]; XP_043799954.1 head-specific guanylate cyclase [Apis laboriosa]
OG0002051	4	10	2.0	5.0	0.4	0.32592592592592595		NP_001011632.1 guanylate cyclase, soluble, beta 1 [Apis mellifera]; XP_003396023.1 guanylate cyclase soluble subunit beta-1 [Bombus terrestris]; XP_003693874.2 guanylate cyclase soluble subunit beta-1-like isoform X1 [Apis florea]; XP_006613149.1 guanylate cyclase soluble subunit beta-1 isoform X1 [Apis dorsata]; XP_016905908.1 guanylate cyclase soluble subunit beta-1-like isoform X1 [Apis cerana]; XP_043800025.1 guanylate cyclase soluble subunit beta-1 isoform X1 [Apis laboriosa]
OG0002052	165	325	82.5	162.5	0.5076923076923077	0.41367521367521365		XP_006607851.1 uncharacterized protein LOC102672468 isoform X1 [Apis dorsata]; XP_026298576.1 inner centromere protein A isoform X4 [Apis mellifera]; XP_043789314.1 putative uncharacterized protein DDB_G0282499 isoform X2 [Apis laboriosa]; XP_048264309.1 uncharacterized protein LOC100651605 isoform X1 [Bombus terrestris]; XP_061935341.1 glycogenin 1 isoform X2 [Apis cerana]; XP_086770568.1 glycogenin 1 isoform X1 [Apis florea]
OG0002053	20	22	10.0	11.0	0.9090909090909091	0.7407407407407407		NP_001124510.1 hairless [Apis mellifera]; XP_003395836.1 uncharacterized protein LOC100643571 [Bombus terrestris]; XP_006623421.1 protein hairless [Apis dorsata]; XP_043792534.1 protein hairless [Apis laboriosa]; XP_061931017.1 transcriptional corepressor hairless isoform X1 [Apis cerana]; XP_086760787.1 transcriptional corepressor hairless isoform X1 [Apis florea]
OG0002054	80	77	40.0	38.5	1.0389610389610389	0.8465608465608465		XP_006624539.1 LOW QUALITY PROTEIN: HBS1-like protein [Apis dorsata]; XP_012166078.1 protein HBS1 isoform X1 [Bombus terrestris]; XP_016772823.1 HBS1-like protein isoform X1 [Apis mellifera]; XP_016906499.2 translation elongation factor EF-1alpha (GTPase) HBS1 isoform X1 [Apis cerana]; XP_031773438.2 translation elongation factor EF-1alpha (GTPase) HBS1 isoform X1 [Apis florea]; XP_043801628.1 HBS1-like protein isoform X1 [Apis laboriosa]
OG0002055	233	229	116.5	114.5	1.017467248908297	0.8290473879993531		XP_003693215.1 histone deacetylase 4 isoform X1 [Apis florea]; XP_006570507.1 histone deacetylase 4 isoform X1 [Apis mellifera]; XP_006621390.1 histone deacetylase 4 isoform X1 [Apis dorsata]; XP_020720873.1 histone deacetylase 4 isoform X1 [Bombus terrestris]; XP_043798753.1 histone deacetylase 4 isoform X1 [Apis laboriosa]; XP_061938533.1 histone deacetylase 4 isoform X1 [Apis cerana]
OG0002056	263	295	131.5	147.5	0.8915254237288136	0.7264281230382925		XP_012166786.2 histone deacetylase 6 [Bombus terrestris]; XP_012347295.1 histone deacetylase 6 isoform X1 [Apis florea]; XP_016915733.1 histone deacetylase 6 isoform X1 [Apis cerana]; XP_026298851.1 histone deacetylase 6 isoform X1 [Apis mellifera]; XP_031365830.1 histone deacetylase 6 isoform X1 [Apis dorsata]; XP_043789889.1 histone deacetylase 6 isoform X1 [Apis laboriosa]
OG0002057	198	173	99.0	86.5	1.1445086705202312	0.932562620423892		XP_006611938.1 E3 ubiquitin-protein ligase HERC2 [Apis dorsata]; XP_016922232.2 E3 ubiquitin-protein ligase HERC2 isoform X1 [Apis cerana]; XP_020724224.2 E3 ubiquitin-protein ligase HERC2 [Bombus terrestris]; XP_026295520.1 E3 ubiquitin-protein ligase HERC2 [Apis mellifera]; XP_043791192.1 E3 ubiquitin-protein ligase HERC2 isoform X1 [Apis laboriosa]; XP_086770181.1 E3 ubiquitin-protein ligase HERC2 [Apis florea]
OG0002058	7	3	3.5	1.5	2.3333333333333335	1.9012345679012346		XP_003397246.2 homeobox protein Nkx-6.2 [Bombus terrestris]; XP_006558688.2 homeobox protein Nkx-6.1 [Apis mellifera]; XP_006623749.1 homeobox protein Nkx-6.1-like [Apis dorsata]; XP_031775541.2 HGTX homeodomain transcription factor [Apis florea]; XP_043792075.1 homeobox protein Nkx-6.1 [Apis laboriosa]; XP_061933825.1 HGTX homeodomain transcription factor isoform X1 [Apis cerana]
OG0002059	166	117	83.0	58.5	1.4188034188034189	1.1560620449509338		XP_006558545.1 histidine triad nucleotide-binding protein 1 [Apis mellifera]; XP_006617994.1 histidine triad nucleotide-binding protein 1 [Apis dorsata]; XP_012171014.1 adenosine 5'-monophosphoramidase HINT1 [Bombus terrestris]; XP_012349485.1 histidine triad nucleotide binding protein 1 [Apis florea]; XP_016913849.1 histidine triad nucleotide binding protein 1 [Apis cerana]; XP_043791587.1 histidine triad nucleotide-binding protein 1 [Apis laboriosa]
OG0002060	3	5	1.5	2.5	0.6	0.4888888888888889		XP_003395468.3 uncharacterized protein LOC100649767 isoform X1 [Bombus terrestris]; XP_006561132.1 uncharacterized protein LOC725127 isoform X1 [Apis mellifera]; XP_006613641.1 uncharacterized protein LOC102673983 isoform X1 [Apis dorsata]; XP_012346014.2 helix loop helix protein 3B isoform X1 [Apis florea]; XP_016910184.2 helix loop helix protein 3B isoform X1 [Apis cerana]; XP_043793269.1 uncharacterized protein LOC122715274 [Apis laboriosa]
OG0002061	0	2	0.0	1.0	0.0	0.0		XP_003249110.1 transcription factor 21 [Apis mellifera]; XP_003396863.1 transcription factor 21 [Bombus terrestris]; XP_003690680.2 basic helix-loop-helix domain-containing transcription factor HLH54F [Apis florea]; XP_006607979.1 transcription factor 21 [Apis dorsata]; XP_016904295.1 basic helix-loop-helix domain-containing transcription factor HLH54F [Apis cerana]; XP_043795565.1 transcription factor 21 [Apis laboriosa]
OG0002062	20	26	10.0	13.0	0.7692307692307693	0.6267806267806268		XP_003401408.2 Hermansky-Pudlak syndrome 1 protein homolog isoform X1 [Bombus terrestris]; XP_006624745.1 Hermansky-Pudlak syndrome 1 protein homolog isoform X1 [Apis dorsata]; XP_016916837.2 Hermansky-Pudlak syndrome 1 protein isoform X1 [Apis cerana]; XP_026301300.1 Hermansky-Pudlak syndrome 1 protein homolog isoform X1 [Apis mellifera]; XP_043790489.1 Hermansky-Pudlak syndrome 1 protein homolog isoform X1 [Apis laboriosa]; XP_086758947.1 Hermansky-Pudlak syndrome 1 protein isoform X1 [Apis florea]
OG0002063	28	17	14.0	8.5	1.6470588235294117	1.3420479302832242		XP_006568026.2 uncharacterized protein LOC412265 isoform X1 [Apis mellifera]; XP_006608533.1 uncharacterized protein LOC102679440 [Apis dorsata]; XP_020724269.1 uncharacterized protein LOC100646462 isoform X1 [Bombus terrestris]; XP_031776385.2 Hermansky-Pudlak syndrome 4 protein isoform X1 [Apis florea]; XP_043787654.1 uncharacterized protein LOC122712241 isoform X1 [Apis laboriosa]; XP_061928801.1 Hermansky-Pudlak syndrome 4 protein isoform X1 [Apis cerana]
OG0002064	11	10	5.5	5.0	1.1	0.8962962962962964		XP_003395663.1 HSPB1-associated protein 1 isoform X1 [Bombus terrestris]; XP_012346245.3 HSPB1 associated protein 1 [Apis florea]; XP_016767904.1 HSPB1-associated protein 1 [Apis mellifera]; XP_031366690.1 HSPB1-associated protein 1-like [Apis dorsata]; XP_043793018.1 HSPB1-associated protein 1 [Apis laboriosa]; XP_061930816.1 HSPB1 associated protein 1 [Apis cerana]
