sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.224937	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.225242	OG0001109	AL|XP_043794209.1	266	165	303	137	138
AL	SRR9034695.226101	OG0001109	AL|XP_043794209.1	300	32	182	150	150
AL	SRR9034695.226311	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.227360	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.227391	OG0001109	AL|XP_043794209.1	260	66	216	146	150
AL	SRR9034695.227475	OG0001109	AL|XP_043794209.1	256	0	138	136	138
AL	SRR9034695.227839	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.227848	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.228436	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.228441	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.229011	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.230650	OG0001109	AL|XP_043794209.1	300	110	260	150	150
AL	SRR9034695.232465	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.233984	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.234877	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.235262	OG0001109	AL|XP_043794209.1	294	156	303	147	147
AL	SRR9034695.235448	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.235951	OG0001109	AL|XP_043794209.1	300	81	231	150	150
AL	SRR9034695.236198	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.236313	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.236362	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.237065	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.237741	OG0001109	AL|XP_043794209.1	284	145	295	148	150
AL	SRR9034695.238841	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.240418	OG0001109	AL|XP_043794209.1	248	17	141	124	124
AL	SRR9034695.241114	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.241387	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.241388	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.241471	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.241572	OG0001109	AL|XP_043794209.1	248	17	141	124	124
AL	SRR9034695.244833	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.246772	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.247063	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.247271	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.247652	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.247858	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.248010	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.249013	OG0001109	AL|XP_043794209.1	290	121	271	149	150
AL	SRR9034695.249452	OG0001109	AL|XP_043794209.1	300	19	169	150	150
AL	SRR9034695.252352	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.252385	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.253719	OG0001109	AL|XP_043794209.1	300	84	234	150	150
AL	SRR9034695.254070	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.255020	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.255901	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.257128	OG0001109	AL|XP_043794209.1	254	0	132	131	132
AL	SRR9034695.257737	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.258012	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.258641	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.260595	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.261544	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.262855	OG0001109	AL|XP_043794209.1	294	44	194	149	150
AL	SRR9034695.263068	OG0001109	AL|XP_043794209.1	278	164	303	139	139
AL	SRR9034695.264164	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.265285	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.265805	OG0001109	AL|XP_043794209.1	300	98	248	150	150
AL	SRR9034695.266696	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.267570	OG0001109	AL|XP_043794209.1	270	34	184	147	150
AL	SRR9034695.269055	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.269858	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.272061	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.272086	OG0001109	AL|XP_043794209.1	238	165	303	134	138
AL	SRR9034695.272226	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.272760	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.272786	OG0001109	AL|XP_043794209.1	300	127	277	150	150
AL	SRR9034695.272930	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.273483	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.273502	OG0001109	AL|XP_043794209.1	250	165	303	135	138
AL	SRR9034695.274362	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.274975	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.275249	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.275795	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.277102	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.277526	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.279050	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.280069	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.282251	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.282815	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.283101	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.283464	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.283978	OG0001109	AL|XP_043794209.1	290	7	157	149	150
AL	SRR9034695.284497	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.285725	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.285727	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.285766	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.285912	OG0001109	AL|XP_043794209.1	262	0	131	131	131
AL	SRR9034695.286787	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.287307	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.287924	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.288719	OG0001109	AL|XP_043794209.1	232	183	303	119	120
AL	SRR9034695.288771	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.290004	OG0001109	AL|XP_043794209.1	300	141	291	150	150
AL	SRR9034695.290046	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.290146	OG0001109	AL|XP_043794209.1	300	144	294	150	150
AL	SRR9034695.291212	OG0001109	AL|XP_043794209.1	300	35	185	150	150
AL	SRR9034695.291503	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.293903	OG0001109	AL|XP_043794209.1	290	92	242	149	150
AL	SRR9034695.294011	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.294527	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.294682	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.294807	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.295427	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.296423	OG0001109	AL|XP_043794209.1	290	132	282	149	150
AL	SRR9034695.296761	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.296935	OG0001109	AL|XP_043794209.1	266	6	156	146	150
AL	SRR9034695.297612	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.298151	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.298507	OG0001109	AL|XP_043794209.1	268	169	303	134	134
AL	SRR9034695.299118	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.299468	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.300631	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.300771	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.301031	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.301463	OG0001109	AL|XP_043794209.1	300	21	171	150	150
AL	SRR9034695.302277	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.302576	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.303846	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.304842	OG0001109	AL|XP_043794209.1	290	102	252	149	150
AL	SRR9034695.305895	OG0001109	AL|XP_043794209.1	300	101	251	150	150
AL	SRR9034695.307036	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.307316	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.307443	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.307743	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.308956	OG0001109	AL|XP_043794209.1	226	0	123	121	123
AL	SRR9034695.308965	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.309149	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.309188	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.310252	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.310473	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.310853	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.311530	OG0001109	AL|XP_043794209.1	290	11	161	149	150
AL	SRR9034695.312804	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.312936	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.313167	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.313272	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.313447	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.313508	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.313542	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.313681	OG0001109	AL|XP_043794209.1	300	149	299	150	150
AL	SRR9034695.316390	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.316999	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.317344	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.319180	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.320175	OG0001109	AL|XP_043794209.1	300	47	197	150	150
AL	SRR9034695.320499	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.320614	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.320619	OG0001109	AL|XP_043794209.1	300	47	197	150	150
AL	SRR9034695.321553	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.322024	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.322061	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.322143	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.322226	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.322372	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.323144	OG0001109	AL|XP_043794209.1	240	0	120	120	120
AL	SRR9034695.323881	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.324418	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.325217	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.325552	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.329978	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.330931	OG0001109	AL|XP_043794209.1	300	78	228	150	150
AL	SRR9034695.331846	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.332701	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.333303	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.333306	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.334014	OG0001109	AL|XP_043794209.1	300	93	243	150	150
AL	SRR9034695.334078	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.334085	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.334236	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.334325	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.336279	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.336364	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.336960	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.337660	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.337966	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.338124	OG0001109	AL|XP_043794209.1	298	81	231	149	150
AL	SRR9034695.338596	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.339123	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.341863	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.342397	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.342424	OG0001109	AL|XP_043794209.1	290	38	188	149	150
AL	SRR9034695.343891	OG0001109	AL|XP_043794209.1	296	48	198	149	150
AL	SRR9034695.344129	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.344549	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.344738	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.344981	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.345232	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.345778	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.346080	OG0001109	AL|XP_043794209.1	296	89	239	149	150
AL	SRR9034695.346666	OG0001109	AL|XP_043794209.1	300	139	289	150	150
AL	SRR9034695.347638	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.348397	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.349413	OG0001109	AL|XP_043794209.1	300	41	191	150	150
AL	SRR9034695.351906	OG0001109	AL|XP_043794209.1	300	76	226	150	150
AL	SRR9034695.352615	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.352792	OG0001109	AL|XP_043794209.1	300	90	240	150	150
AL	SRR9034695.353774	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.353988	OG0001109	AL|XP_043794209.1	256	170	303	132	133
AL	SRR9034695.354256	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.354366	OG0001109	AL|XP_043794209.1	290	89	239	149	150
AL	SRR9034695.356805	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.356982	OG0001109	AL|XP_043794209.1	300	135	285	150	150
AL	SRR9034695.357081	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.357537	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.357757	OG0001109	AL|XP_043794209.1	296	155	303	148	148
AL	SRR9034695.358543	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.358678	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.358790	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.360023	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.360200	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.361785	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.362842	OG0001109	AL|XP_043794209.1	300	120	270	150	150
AL	SRR9034695.362945	OG0001109	AL|XP_043794209.1	300	24	174	150	150
AL	SRR9034695.363573	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.363599	OG0001109	AL|XP_043794209.1	300	29	179	150	150
AL	SRR9034695.364116	OG0001109	AL|XP_043794209.1	300	120	270	150	150
AL	SRR9034695.365310	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.365381	OG0001109	AL|XP_043794209.1	290	5	155	149	150
AL	SRR9034695.366231	OG0001109	AL|XP_043794209.1	300	61	211	150	150
AL	SRR9034695.366288	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.367394	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.367614	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.368462	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.368609	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.369037	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.369317	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.369556	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.370740	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.371280	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.371340	OG0001109	AL|XP_043794209.1	300	132	282	150	150
AL	SRR9034695.371489	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.372030	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.373208	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.373452	OG0001109	AL|XP_043794209.1	296	89	239	149	150
AL	SRR9034695.373939	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.374113	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.374618	OG0001109	AL|XP_043794209.1	300	30	180	150	150
AL	SRR9034695.375627	OG0001109	AL|XP_043794209.1	240	0	120	120	120
AL	SRR9034695.376742	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.378458	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.378584	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.378831	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.379842	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.380564	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.381165	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.381321	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.381765	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.382672	OG0001109	AL|XP_043794209.1	300	151	301	150	150
AL	SRR9034695.383840	OG0001109	AL|XP_043794209.1	300	104	254	150	150
AL	SRR9034695.384533	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.385591	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.385716	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.386152	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.388177	OG0001109	AL|XP_043794209.1	242	182	303	121	121
AL	SRR9034695.388371	OG0001109	AL|XP_043794209.1	300	114	264	150	150
AL	SRR9034695.388563	OG0001109	AL|XP_043794209.1	264	0	132	132	132
AL	SRR9034695.389930	OG0001109	AL|XP_043794209.1	300	43	193	150	150
AL	SRR9034695.390951	OG0001109	AL|XP_043794209.1	290	11	161	149	150
AL	SRR9034695.391792	OG0001109	AL|XP_043794209.1	300	11	161	150	150
AL	SRR9034695.392011	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.393566	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.393818	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.394195	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.394353	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.394457	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.395114	OG0001109	AL|XP_043794209.1	238	0	124	123	124
AL	SRR9034695.395763	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.395878	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.396108	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.396374	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.396825	OG0001109	AL|XP_043794209.1	266	0	138	137	138
AL	SRR9034695.397359	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.397864	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.398049	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.398072	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.398534	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.398849	OG0001109	AL|XP_043794209.1	238	0	124	123	124
AL	SRR9034695.398966	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.399150	OG0001109	AL|XP_043794209.1	290	92	242	149	150
AL	SRR9034695.399964	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.400707	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.402555	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.404093	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.404565	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.405241	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.405374	OG0001109	AL|XP_043794209.1	262	172	303	131	131
AL	SRR9034695.405828	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.406115	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.406319	OG0001109	AL|XP_043794209.1	266	0	138	137	138
AL	SRR9034695.406590	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.406721	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.408149	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.410799	OG0001109	AL|XP_043794209.1	262	172	303	131	131
AL	SRR9034695.410823	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.413181	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.413386	OG0001109	AL|XP_043794209.1	238	0	124	123	124
AL	SRR9034695.413768	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.414085	OG0001109	AL|XP_043794209.1	290	104	254	149	150
AL	SRR9034695.414568	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.415045	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.415481	OG0001109	AL|XP_043794209.1	256	0	138	136	138
AL	SRR9034695.419166	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.421550	OG0001109	AL|XP_043794209.1	300	113	263	150	150
AL	SRR9034695.422417	OG0001109	AL|XP_043794209.1	274	166	303	137	137
AL	SRR9034695.422562	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.422857	OG0001109	AL|XP_043794209.1	300	5	155	150	150
AL	SRR9034695.423548	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.424048	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.424985	OG0001109	AL|XP_043794209.1	282	0	146	145	146
AL	SRR9034695.425169	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.425389	OG0001109	AL|XP_043794209.1	300	119	269	150	150
AL	SRR9034695.426613	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.426680	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.426751	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.426888	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.427848	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.428201	OG0001109	AL|XP_043794209.1	290	0	150	149	150
AL	SRR9034695.428407	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.428611	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.428681	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.429851	OG0001109	AL|XP_043794209.1	294	14	164	149	150
AL	SRR9034695.430085	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.431008	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.431221	OG0001109	AL|XP_043794209.1	240	183	303	120	120
