Orthogroup	Apis_cerana	Apis_dorsata	Apis_florea	Apis_laboriosa	Apis_mellifera	Bombus_terrestris
OG0000068	XP_016910317.2, XP_061927058.1	XP_031366108.1, XP_031366109.1	XP_003691420.4, XP_086771285.1	XP_043803248.1, XP_043803314.1	XP_003250767.2, XP_026294956.1	XP_020723938.2, XP_020723992.2
OG0000069	XP_061938731.1, XP_061939404.1	XP_031370529.1	XP_012348754.3	XP_043793051.1	XP_016770849.2	XP_012170046.2, XP_020721562.2, XP_048265413.1, XP_048265414.1, XP_048267107.1, XP_048270233.1
OG0000070	XP_016914438.1, XP_061930715.1	XP_006618957.1, XP_031364341.1	XP_003696479.2, XP_086766201.1	XP_043792324.1, XP_043795678.1	XP_003250667.2, XP_006562163.1	XP_003395393.1, XP_048262999.1
OG0000071	XP_016920952.1, XP_016920953.1	XP_006607783.1, XP_006625208.2	XP_086760383.1, XP_086760384.1	XP_043793322.1, XP_043793323.1	XP_003251464.1, XP_016767697.1	XP_003394490.1, XP_048260121.1
OG0000072	XP_061938785.1	XP_006610855.1	XP_003697419.2	XP_043804124.1	NP_001191991.1	XP_003393848.1, XP_003399696.3, XP_012170233.1, XP_048266943.1, XP_048266944.1, XP_048266949.1, XP_048267503.1
OG0000073	XP_016905938.2, XP_061939205.1	XP_006613139.1, XP_006615798.2	XP_086767050.1, XP_086767699.1	XP_043793981.1, XP_043799919.1	XP_006568300.1, XP_016770966.1	XP_012164687.2, XP_012164850.2
OG0000074	XP_016905208.1	XP_006609135.1	XP_086758847.1	XP_043790350.1	XP_026301193.1	XP_003401494.1, XP_012172746.3, XP_020722602.2, XP_048268855.1, XP_048268859.1, XP_048268861.1, XP_048268869.1
OG0000075	XP_016907583.1, XP_016907731.1	XP_006610610.1, XP_031363965.1	XP_003690738.1, XP_012349518.3	XP_043791395.1	XP_001120613.2, XP_026299083.1	XP_003402753.1, XP_048262572.1, XP_048262575.1
OG0000076	XP_028521855.2, XP_061941106.1, XP_061942206.1	XP_006610325.1, XP_006619359.1	XP_003694123.2, XP_086764403.1	XP_043791124.1, XP_043796667.1	XP_006572034.2, XP_026298243.1	XP_003401651.1
OG0000077	XP_016911042.2	XP_006611625.1	XP_086769967.1	XP_043795371.1	XP_395035.4	XP_003394317.1, XP_003394505.2, XP_003394659.2, XP_012176310.1, XP_048260581.1, XP_048260588.1, XP_048270686.1
OG0000078	XP_016913852.1, XP_061942990.1	XP_006609571.1, XP_006616192.2, XP_006616193.1	XP_003690860.1, XP_086768051.1	XP_043794466.1, XP_043794912.1	XP_026302105.1, XP_624130.2	XP_012171053.1
OG0000079	XP_016913788.2, XP_016914686.2	XP_031366627.1	XP_012341011.1, XP_012344531.2	XP_043791539.1, XP_043795827.1	NP_001011614.1, XP_001120293.2	XP_003398505.3, XP_012170987.1, XP_048267187.1
OG0000080	XP_016917015.2, XP_016917022.1	XP_031364453.1, XP_031364461.1	XP_031772157.1, XP_086759915.1	XP_043802242.1, XP_043802315.1	XP_016767376.1, XP_016767383.2, XP_026295795.1	XP_048261419.1
OG0000081	XP_016922903.1, XP_061941223.1	XP_006611532.1, XP_006611533.1	XP_012347233.3, XP_031774921.2	XP_043793677.1, XP_043793742.1	XP_006558287.1, XP_397055.1	XP_003400476.1, XP_012171299.2
OG0000082	XP_016909550.2, XP_061930007.1	XP_006619686.1, XP_006619767.2	XP_012343338.3, XP_086759739.1	XP_043801696.1, XP_043801697.1	XP_016767463.1, XP_026295813.1, XP_026296061.1	XP_012176730.3
OG0000083	XP_016910007.1	XP_006618469.1	XP_031772738.2	XP_043796539.1	XP_624169.3	XP_012174859.1, XP_012175478.2, XP_048269303.1, XP_048269468.1, XP_048269469.1, XP_048269470.1, XP_048269476.1
OG0000084	XP_016910426.2, XP_061927041.1	XP_031366063.1, XP_031366064.1	XP_003691417.2, XP_031770814.1	XP_043803306.1, XP_043803311.1	XP_001121659.1, XP_006565948.1	XP_048267207.1
OG0000085	XP_061927039.1, XP_061927042.1	XP_006615233.1, XP_006615284.1	XP_003691468.1, XP_003691471.1	XP_043803260.1, XP_043803267.1	XP_006565964.1, XP_026294957.1	XP_003394005.2
OG0000086	XP_016904190.1, XP_061939164.1	XP_006610191.1, XP_031371286.1, XP_031371294.1	XP_012345359.1, XP_086767330.1	XP_043793993.1, XP_043793994.1	XP_001120948.1	XP_003401503.3
OG0000087	XP_028520125.2, XP_028520234.1	XP_031370702.1, XP_031370705.1	XP_012348087.2, XP_031775499.2	XP_043789693.1, XP_043789795.1	XP_026298586.1, XP_026298587.1	XP_048264694.1
OG0000088	XP_016910301.1, XP_016910313.1	XP_031366097.1, XP_031366116.1	XP_012350965.2, XP_012350980.2	XP_043803285.1, XP_043803336.1	XP_016773520.1, XP_026302135.1	XP_048267191.1
OG0000089	XP_016914613.2	XP_006618740.2	XP_086766162.1	XP_043795882.1	XP_006565544.2	XP_048263835.1, XP_048263837.1, XP_048263839.1, XP_048263843.1, XP_048263844.1, XP_048263846.1
OG0000090	XP_016921265.1, XP_016921427.1	XP_006618075.1, XP_006621108.1	XP_003697990.1, XP_086773068.1	XP_043803466.1, XP_043803597.1	XP_001122218.1, XP_003251626.1	XP_012175550.1
OG0000091	XP_016904266.1, XP_016906413.1	XP_006613298.1, XP_006621046.1	XP_031773722.1, XP_086769737.1	XP_043787694.1, XP_043791676.1	XP_006572051.3, XP_393487.3	XP_003401949.2
OG0000092	XP_061936485.1, XP_061936489.1	XP_006616811.1, XP_031366844.1	XP_003692753.1, XP_012340594.2	XP_043786911.1, XP_043787357.1	XP_026299175.1, XP_026299176.1	XP_003398412.1
OG0000093	XP_061930103.1, XP_061942696.1	XP_006620633.1, XP_006622719.1, XP_031368696.1	XP_012348115.2, XP_086767488.1	XP_043785008.1, XP_043803737.1	XP_026301506.1	XP_003402257.2
OG0000094	XP_016907613.2, XP_028521133.2	XP_031363996.1, XP_031370997.1	XP_031776286.2, XP_086769633.1	XP_043788901.1, XP_043789182.1	XP_016766464.2, XP_026301002.1	XP_048266035.1
OG0000095	XP_028525227.1, XP_028525249.2	XP_031365240.1, XP_031365249.1	XP_031772463.2, XP_086767455.1	XP_043799820.1, XP_043800187.1	XP_006570591.2, XP_026296950.1	XP_020723680.1
OG0000096	XP_016917774.1, XP_016917776.1	XP_006617326.1, XP_031367121.1	XP_003689825.1, XP_086771979.1	XP_043802775.1, XP_043802777.1	NP_001011583.1, NP_001071282.1	XP_020719699.1
OG0000097	XP_016920806.1, XP_061933435.1	XP_006619336.1, XP_006619337.1	XP_003690183.2, XP_086764171.1	XP_043784289.1, XP_043784290.1	XP_624964.1, XP_624977.1	XP_003397075.3
OG0000098	XP_016922734.1, XP_061938580.1	XP_006620878.1, XP_031369168.1	XP_012338993.1, XP_086761397.1	XP_043785755.1, XP_043798772.1	XP_026299516.1, XP_397047.2	XP_012168054.1
OG0000099	XP_016917560.1, XP_061935999.1	XP_006616079.1, XP_006624050.1	XP_003691679.1, XP_003695722.2	XP_043784157.1, XP_043798094.1	NP_001263356.1, XP_026298954.1	XP_003398346.1
OG0000100	XP_016909443.1, XP_016914450.2	XP_006618953.1, XP_006619738.1	XP_012343269.1, XP_086766530.1	XP_043795948.1, XP_043802361.1	NP_001164477.1, XP_016768607.2	XP_012174118.1
OG0000101	XP_061935968.1, XP_061940221.1	XP_006613294.1, XP_006617717.1	XP_012344788.1, XP_086769742.1	XP_043793088.1, XP_043798142.1	XP_026299106.1, XP_397274.4	XP_003394166.1
OG0000102	XP_016903859.1, XP_016905656.1	XP_006609013.1, XP_006623483.1	XP_003692288.2, XP_003696963.1	XP_043799438.1, XP_043800236.1	NP_001229442.1, XP_625073.3	XP_003393673.1
OG0000103	XP_016905829.1, XP_061932280.1	XP_006613801.1, XP_006613803.1	XP_003693887.1, XP_003693888.1	XP_043800955.1, XP_043801003.1	XP_003250648.1, XP_623574.2	XP_003396061.1
OG0000104	XP_061930279.1, XP_061940046.1	XP_006608910.1, XP_006611846.1	XP_031772402.2, XP_086769142.1	XP_043797779.1, XP_043801851.1	NP_001011584.1, XP_392669.1	XP_003402441.1
OG0000105	XP_016906853.2, XP_061930912.1	XP_006621910.2, XP_006621911.1	XP_086760867.1, XP_086760872.1	XP_043793411.1, XP_043793414.1	XP_392584.2, XP_624902.1	XP_003395599.2
OG0000106	XP_016919808.1, XP_061941712.1	XP_006610747.2, XP_031365150.1	XP_003697589.1, XP_086769281.1	XP_043788600.1, XP_043788888.1	XP_006568169.1, XP_026301032.1	XP_012168725.1
OG0000107	XP_016907340.1, XP_016916066.1	XP_006610521.1, XP_006611317.1	XP_031776493.2, XP_086769790.1	XP_043786737.1, XP_043786936.1	XP_026300751.1, XP_623438.1	XP_012170580.2
OG0000108	XP_061928120.1, XP_061928125.1	XP_031369003.1, XP_031369009.1	XP_086764480.1, XP_086764642.1	XP_043784718.1, XP_043784733.1	XP_026294936.1, XP_026302241.1	XP_012172144.1
OG0000109	XP_016909486.2, XP_028524738.1	XP_006621925.1, XP_006624241.1	XP_003694638.1, XP_031772762.1	XP_043801743.1, XP_043802144.1	XP_006567170.1, XP_394485.2	XP_012174111.1
OG0000110	NP_001315407.1, XP_016910329.2	XP_031366091.1, XP_031366117.1	XP_003691317.2, XP_031770812.2	XP_043803042.1	XP_026294905.1, XP_026294912.1	XP_003393988.3, XP_048267153.1
OG0000111	XP_016910735.2, XP_061927920.1	XP_006622187.1, XP_006622188.1	XP_003691404.1, XP_086771388.1	XP_043803370.1	XP_006561174.1, XP_026294843.1, XP_026302292.1	XP_003393524.1
OG0000112	XP_061936164.1, XP_061936172.1, XP_061936713.1	XP_031369052.1, XP_031369055.1, XP_031369059.1	XP_086772680.1, XP_086772682.1	XP_043787155.1	XP_026299157.1	XP_048265217.1
OG0000113	XP_016915469.1	XP_006612289.1	XP_003689688.3	XP_043788209.1	XP_006560620.1	NP_001267823.1, XP_012163516.1, XP_020718442.1, XP_048261115.1, XP_048261122.1, XP_048261527.1
OG0000114	XP_016916886.1, XP_061941959.1	XP_006608204.1, XP_031367245.1	XP_003692052.1, XP_012339619.2	XP_043788979.1, XP_043788984.1	XP_016772012.1, XP_394061.2	XP_012172166.2
OG0000115	XP_016919179.1, XP_061931628.1	XP_006624116.1, XP_031370322.1	XP_003695653.1, XP_012340443.1	XP_043794238.1, XP_043802796.1	XP_001120032.3, XP_026296678.1	XP_003395307.1
OG0000116	XP_061939241.1, XP_061939242.1	XP_006615827.2, XP_006618951.1	XP_086766432.1, XP_086766457.1	XP_043793848.1, XP_043793918.1	XP_006558902.1, XP_393631.3	XP_003401007.1
OG0000117	XP_016922185.2, XP_016922186.1	XP_031365722.1, XP_031365728.1	XP_003694493.2, XP_086770229.1	XP_043787508.1, XP_043787510.1	NP_001157188.1, XP_001121036.2	XP_012170795.2
OG0000118	XP_061942205.1, XP_061942516.1	XP_006619364.2, XP_031368101.1	XP_012350737.3, XP_031776572.2, XP_086764570.1	XP_043791127.1	XP_026301537.1, XP_026301767.1	XP_048260774.1
OG0000119	XP_016922949.1, XP_028524939.1	XP_006617372.1, XP_006618229.1	XP_003695116.2, XP_012346751.1	XP_043797753.1, XP_043800933.1	XP_006557713.1, XP_026300514.1	XP_003394949.1
OG0000120	XP_061942786.1, XP_061942809.1, XP_061942811.1, XP_061942853.1, YP_013613386.1		XP_086770640.1, YP_008080964.1	YP_009440916.1	NP_008089.1, XP_026301416.1	XP_048270118.1
OG0000121	XP_016916434.1, XP_016916440.2	XP_006608618.1, XP_006608619.1	XP_031775640.1, XP_086761272.1	XP_043789742.1, XP_043789749.1	NP_001011589.1, NP_001035311.1	XP_003397885.2
OG0000122						XP_003400517.2, XP_003400519.3, XP_003400550.2, XP_003402519.4, XP_012171398.2, XP_012171402.2, XP_012171459.2, XP_048268156.1, XP_048268162.1, XP_048268165.1, XP_048268171.1
OG0000123	XP_016922052.1, XP_016922079.1	XP_006614265.1	XP_003694562.2, XP_086770284.1	XP_043787545.1	XP_026300535.1, XP_026300585.1, XP_395671.3	XP_012170855.2
OG0000124	XP_016910311.1	XP_006615203.1, XP_006615204.1	XP_003691307.1, XP_003691308.2	XP_043803308.1, XP_043803309.1	NP_001229895.1, XP_003250726.1	XP_003393994.2
OG0000125	XP_061931853.1, XP_061931855.1, XP_061932648.1	XP_031367011.1, XP_031367063.1	XP_086767216.1	XP_043800182.1	XP_026297087.1, XP_026297192.1	XP_048262496.1
OG0000126	XP_016914987.1, XP_028522105.2	XP_006621197.1, XP_031370386.1	XP_031773258.2, XP_031774693.1	XP_043797738.1	XP_026294837.1, XP_026300513.1	XP_048270240.1
OG0000127	XP_061941946.1, XP_061942192.1	XP_031367417.1	XP_086758780.1, XP_086758783.1	XP_043788806.1, XP_043788810.1	XP_026301256.1, XP_026301257.1	XP_048268709.1
OG0000128	XP_016906238.2, XP_061927845.1	XP_006625140.1, XP_006625142.1	XP_003694954.1	XP_043796010.1, XP_043796016.1	XP_003249689.1, XP_026294937.1	XP_012169990.2
OG0000129	XP_016909362.1, XP_016909363.1	XP_006625141.1, XP_006625144.1	XP_003694948.1, XP_003694951.2	XP_043796012.1, XP_043796018.1	XP_001120006.2	XP_012169980.1
OG0000130	XP_016916623.1, XP_016916625.1	XP_006616689.1, XP_006616691.1	XP_003694444.1, XP_012343003.1		XP_006563134.1, XP_624499.1	XP_003400767.1, XP_003400771.1
OG0000131	XP_016921276.1, XP_061932801.1	XP_006618076.1, XP_006621123.1	XP_003697992.1, XP_086773066.1	XP_043803381.1, XP_043803654.1	XP_001120346.1, XP_003251613.1	
OG0000132	XP_061938058.1, XP_061938059.1	XP_006614405.1	XP_031771084.2, XP_086771714.1	XP_043798233.1, XP_043798255.1	XP_006566547.1, XP_016770623.2	XP_012169614.1
OG0000133	XP_061930880.1, XP_061930884.1	XP_006616564.1, XP_031366722.1	XP_086760905.1, XP_086761099.1, XP_086771157.1	XP_043793111.1	XP_026296664.1	XP_048261841.1
OG0000134	XP_016916412.1	XP_006618840.1	XP_086761931.1	XP_043789781.1		XP_048264446.1, XP_048264447.1, XP_048264449.1, XP_048264892.1, XP_048264900.1, XP_048264901.1
OG0000135	XP_016922911.2, XP_061941241.1	XP_006611591.1	XP_012347276.2, XP_086770853.1	XP_043793736.1, XP_043793791.1	XP_016771484.1, XP_026300877.1	XP_003400537.2
OG0000136	XP_016903921.1, XP_061928360.1, XP_061928361.1, XP_061928362.1, XP_061928363.1	XP_006609797.1	XP_003698741.1	XP_043788329.1	XP_624457.1	XP_003394548.1
OG0000137	XP_016904487.1	XP_006612449.1	XP_031775551.2	XP_043791049.1	XP_026298886.1	XP_003398432.1, XP_003398434.1, XP_003398435.1, XP_003398436.1, XP_003403021.1
OG0000138	XP_028520399.2	XP_031371005.1	XP_031776331.2	XP_043794975.1	XP_026300423.1	XP_003403012.3, XP_012171066.2, XP_048267392.1, XP_048267495.1, XP_048267496.1
OG0000139	XP_028524139.2, XP_061932178.1	XP_031369989.1	XP_031772477.2, XP_086763453.1	XP_043800748.1, XP_043801018.1	XP_026297088.1, XP_026297184.1	XP_048262317.1
OG0000140	XP_016908134.2, XP_061934164.1	XP_006615292.2, XP_031366172.1	XP_086773585.1	XP_043799730.1	XP_006562671.2, XP_026298157.1, XP_026298267.1	XP_048264170.1
OG0000141	XP_016909426.1, XP_028521658.1	XP_031368279.1, XP_031368287.1	XP_086759688.1, XP_086759695.1	XP_043801947.1, XP_043802185.1	XP_006567173.2	XP_048261133.1
OG0000142	XP_016911184.1	XP_006620917.1	XP_031772398.2	XP_043784424.1	XP_006560694.2	XP_020719358.2, XP_048269624.1, XP_048269625.1, XP_048269737.1, XP_048270123.1
OG0000143	XP_061940513.1	XP_031364101.1, XP_031364124.1	XP_086765074.1	XP_043785727.1, XP_043785753.1	XP_026300976.1, XP_026300978.1	XP_048267919.1, XP_048267935.1
OG0000144	XP_061940609.1, XP_061940612.1	XP_031364129.1, XP_031364132.1	XP_086765366.1	XP_043785292.1, XP_043785293.1	XP_026300704.1, XP_026300706.1	XP_048267685.1
OG0000145	XP_016912853.1, XP_028522925.1	XP_006623313.1, XP_006623327.2	XP_012345878.2, XP_012345882.3	XP_043793211.1, XP_043793435.1	XP_026296674.1	XP_020718845.1
OG0000146	XP_016914227.2	XP_006614698.1	XP_003694574.2	XP_043802059.1	XP_394499.4	XP_048261193.1, XP_048261194.1, XP_048261195.1, XP_048261196.1, XP_048261580.1
OG0000147	XP_016915199.1, XP_061929658.1	XP_031366448.1	XP_012349930.3, XP_086759489.1	XP_043788171.1, XP_043788189.1	XP_026295857.1, XP_026295858.1	XP_020718443.2
OG0000148	XP_028523454.2, XP_061929859.1	XP_031364805.1	XP_031772228.2, XP_086768832.1, XP_086768844.1	XP_043796366.1	XP_006570633.1, XP_006570637.2	XP_048263604.1
OG0000149	XP_028523646.1, XP_061939765.1	XP_031371038.1, XP_031371039.1	XP_012340510.3, XP_012340511.1	XP_043794981.1	XP_026300525.1, XP_026300526.1	XP_012170668.1
OG0000150	XP_061940445.1	XP_006616680.1, XP_006616681.1	XP_012343010.1, XP_031772894.2	XP_043785507.1, XP_043785508.1	XP_006565025.1, XP_006565026.1	XP_048267940.1
OG0000151	XP_061942114.1	XP_006616150.1, XP_006616151.1	XP_003695490.1, XP_003695491.1	XP_043794216.1, XP_043794217.1	NP_001071287.1, NP_001072129.1	XP_003392868.1
OG0000152	XP_061937507.1	XP_031370019.1	XP_086768605.1	XP_043790231.1	XP_026299596.1	XP_012169463.3, XP_020721343.2, XP_048265792.1, XP_048265793.1, XP_048265796.1
OG0000153	XP_016920759.1	XP_006609048.2, XP_031368060.1	XP_086762977.1, XP_086771659.1	XP_043801121.1, XP_043801227.1	XP_026302145.1, XP_393963.3	XP_003400853.1
OG0000154	XP_061938635.1, XP_061938636.1	XP_006614520.1, XP_031365698.1	XP_086763607.1, XP_086763608.1	XP_043804145.1	XP_001120351.1, XP_026300269.1	XP_048266772.1
OG0000155	XP_061941722.1, XP_061941730.1	XP_031363995.1	XP_086769585.1	XP_043786199.1	XP_026302055.1	XP_003399215.1, XP_020721116.2, XP_048265813.1, XP_048265911.1
OG0000156	XP_061942832.1, XP_061942834.1, XP_061942837.1, XP_061942871.1, XP_061942872.1, XP_061942875.1, XP_061942876.1, XP_061942877.1, XP_061942884.1				XP_026301737.1	
OG0000157	XP_016921323.1, XP_061929350.1	XP_031368942.1, XP_031370712.1	XP_012341027.2, XP_031775401.1	XP_043795259.1	XP_006570918.1, XP_016773377.1	XP_003393419.1
OG0000158	XP_061941680.1	XP_006609363.1	XP_003695841.2	XP_043790426.1	XP_026301145.1	XP_012172528.2, XP_020722573.1, XP_020722575.1, XP_048268476.1, XP_048268477.1
OG0000159	XP_016922170.2, XP_028525628.2	XP_006614271.1	XP_003694554.1, XP_031772947.2	XP_043787432.1	XP_026300530.1, XP_026300531.1	XP_012170857.2
OG0000160	XP_061927963.1, XP_061927964.1	XP_031366107.1, XP_031366115.1	XP_003691305.2, XP_031770828.2	XP_043803305.1, XP_043803313.1	XP_006565947.2	
OG0000161	XP_061938725.1, XP_061939166.1	XP_031371289.1, XP_031371293.1	XP_012345358.2, XP_086767322.1	XP_043793910.1	XP_026300229.1	XP_048268944.1
OG0000162	XP_016904169.2, XP_028520052.2	XP_031371287.1, XP_031371292.1	XP_012344898.1, XP_012344899.3	XP_043793913.1	XP_026300228.1	XP_048268727.1
OG0000163	XP_061937823.1, XP_061937825.1	XP_031366032.1	XP_086773162.1, XP_086773166.1	XP_043798877.1	XP_016770780.1	XP_048265908.1, XP_048266430.1
OG0000164	XP_016914937.1, XP_061937831.1	XP_031366025.1	XP_086773173.1, XP_086773177.1	XP_043799127.1, XP_043799128.1	XP_016770788.1	XP_048265907.1
OG0000165	XP_061939699.1	XP_031370960.1	XP_086770485.1	XP_043794801.1	XP_001120705.4, XP_026300487.1	XP_003399677.3, XP_048267109.1, XP_048267429.1
OG0000166	XP_061939733.1	XP_006609425.2	XP_086770636.1	XP_043794979.1	XP_016771362.2	XP_048267488.1, XP_048267490.1, XP_048267491.1, XP_048267492.1
OG0000167	XP_061941813.1	XP_006612550.2	XP_012341896.3, XP_031772322.2	XP_043796308.1, XP_043796372.1	XP_016770320.2, XP_026300495.1	XP_003396534.2
OG0000168	XP_016913264.1	XP_006618332.1, XP_031367610.1	XP_003695306.2, XP_012344184.2	XP_043794622.1, XP_043794690.1	XP_393293.2	XP_003397297.2
OG0000169	XP_061934245.1		XP_003691502.1	XP_043799604.1	NP_001035349.1	XP_003402225.2, XP_003403314.2, XP_020719958.2, XP_048263901.1, XP_048264186.1
OG0000170	XP_061929429.1	XP_006623776.1	XP_003694334.2	XP_043802860.1	XP_026301772.1, XP_026301780.1, XP_026301781.1, XP_026301783.1	XP_012163614.2
OG0000171	XP_016920998.1, XP_016921039.2	XP_031365164.1	XP_031774349.1, XP_086760376.1	XP_043792326.1	XP_001122458.2, XP_006569959.1	XP_003394480.2
OG0000172	XP_028520458.2, XP_061931904.1	XP_006618921.2, XP_031367859.1	XP_086772172.1	XP_043793608.1, XP_043793628.1	XP_016768018.2	XP_020718982.2
OG0000173	XP_061934512.1	XP_031368132.1	XP_086762076.1	XP_043796999.1, XP_043797129.1	NP_001035320.1, XP_016769305.2	XP_012173034.1, XP_048269458.1
OG0000174	XP_016915341.3, XP_016915343.1	XP_006612513.1	XP_086768943.1, XP_086769122.1	XP_043796089.1, XP_043796364.1	XP_001122953.3	XP_012165909.2
OG0000175	XP_061934986.1	XP_006624073.1, XP_006624077.1	XP_003695432.1, XP_003695433.1	XP_043796424.1, XP_043796839.1	XP_016769224.1	XP_003402088.1
OG0000176	XP_061937469.1, XP_061937474.1	XP_006615796.2, XP_006618318.1	XP_012348433.1, XP_086768547.1	XP_043790103.1	XP_026299767.1	XP_048266524.1
OG0000177	XP_061942641.1	XP_031368618.1, XP_031368663.1	XP_086767518.1, XP_086767533.1, XP_086767534.1	XP_043785146.1	XP_026301584.1	XP_048270077.1
OG0000178	XP_061939306.1	XP_006610910.1, XP_006610912.1	XP_012348720.2, XP_086765503.1	XP_043784056.1	XP_006572153.1, XP_026299949.1	XP_012170355.1
OG0000179	XP_016909591.3, XP_061939928.1	XP_031371068.1, XP_031371069.1	XP_086770594.1	XP_043794886.1	XP_001122338.2, XP_026300616.1	XP_048267483.1
OG0000180	XP_028521706.2	XP_006607163.1	XP_031772948.2	XP_043794985.1	XP_026300389.1	XP_012170791.2, XP_048267332.1, XP_048267480.1, XP_048267481.1
OG0000181	XP_016910821.2, XP_061939450.1	XP_006624850.1	XP_031773265.2, XP_086768937.1	XP_043797714.1	XP_006572178.1, XP_016772684.2	XP_012176693.1
OG0000182	XP_016910823.2	XP_006621186.1	XP_086768971.1	XP_043797754.1	XP_026300512.1	XP_048267182.1, XP_048267203.1, XP_048267208.1, XP_048267285.1
OG0000183	XP_061937081.1, XP_061937297.1, XP_061937307.1	XP_031368334.1	XP_086770593.1	XP_043784524.1	XP_026299454.1, XP_026299530.1	XP_012166193.2
OG0000184	XP_016916436.1, XP_061935707.1	XP_006608617.1	XP_003690403.2, XP_031775626.2	XP_043789740.1, XP_043789744.1	XP_006567383.1	XP_048264909.1
OG0000185	XP_016915722.1	XP_006624128.1	XP_003694318.1	XP_043797414.1	XP_393396.2	XP_003395133.2, XP_003395134.2, XP_003395135.2, XP_048261288.1
OG0000186	XP_061931554.1	XP_031364933.1, XP_031364935.1	XP_086771199.1	XP_043801374.1	XP_026296698.1, XP_026296699.1	XP_048261967.1, XP_048261978.1
OG0000187	XP_061938470.1	XP_031369201.1, XP_031369202.1	XP_086761450.1	XP_043798686.1, XP_043798702.1, XP_043799073.1	XP_016770216.2	XP_020721278.2
OG0000188	XP_061934879.1	XP_031371343.1	XP_012341543.1, XP_086762371.1	XP_043796544.1, XP_043796972.1	XP_026298042.1	XP_003401613.1, XP_003401614.3
OG0000189	XP_028519814.1	XP_006622113.2, XP_031369611.1	XP_012344636.3, XP_086769348.1	XP_043797721.1, XP_043801307.1	XP_016773569.1, XP_026300573.1	
OG0000190	XP_061930259.1	XP_006617431.1, XP_006623711.1	XP_003689997.1, XP_086767624.1	XP_043799427.1, XP_043802000.1	XP_394473.2	XP_020718462.1
